platform,category,amount,transaction_type,location,hour,is_peak,is_urban,fee,speed_seconds,success,flagged
AzamPay/Selcom,aggregator,120400.0,Bill Payment,Tanga,0,0,0,722,21,1,0
AzamPay/Selcom,aggregator,10700.0,Bank Transfer,Dar es Salaam,23,0,1,300,21,1,0
Bank Transfers (TIPS/EFT),bank,82700.0,Bill Payment,Arusha,6,0,1,1500,46,1,0
Bank Transfers (TIPS/EFT),bank,350700.0,Airtime/Bundles,Mbeya,0,0,0,1500,46,1,0
Airtel Money,mobile,49900.0,Bill Payment,Morogoro,11,0,0,349,21,1,0
NMB Bank,bank,20300.0,Bank Transfer,Dar es Salaam,6,0,1,1000,29,1,0
Halo-Pesa,mobile,39200.0,Merchant Payment,Dodoma,13,1,0,282,28,0,0
Bank Transfers (TIPS/EFT),bank,79700.0,Mobile Money Transfer,Kigoma,22,0,0,1500,47,1,0
CRDB Bank,bank,102100.0,Salary Payment,Dodoma,15,0,0,1000,25,1,0
CRDB Bank,bank,9400.0,Bill Payment,Dodoma,21,0,0,1000,26,1,0
Bank Transfers (TIPS/EFT),bank,25700.0,Salary Payment,Mwanza,21,0,1,1500,45,1,0
Airtel Money,mobile,41800.0,Merchant Payment,Tanga,17,1,0,293,23,1,0
Airtel Money,mobile,3100.0,Airtime/Bundles,Dodoma,8,1,0,200,25,1,0
CRDB Bank,bank,81400.0,Airtime/Bundles,Mbeya,15,0,0,1000,25,1,0
AzamPay/Selcom,aggregator,15900.0,Bill Payment,Iringa,10,0,0,300,22,1,0
Mixx by Yas,mobile,239900.0,Merchant Payment,Dar es Salaam,14,0,1,1631,18,1,0
Airtel Money,mobile,517600.0,Airtime/Bundles,Mbeya,7,1,0,3623,25,0,0
M-PESA,mobile,10500.0,Salary Payment,Zanzibar,6,0,0,200,17,1,0
Mixx by Yas,mobile,16500.0,Salary Payment,Mwanza,22,0,1,200,18,1,0
Airtel Money,mobile,63800.0,Mobile Money Transfer,Tanga,11,0,0,447,22,1,0
Mixx by Yas,mobile,38400.0,Airtime/Bundles,Morogoro,9,0,0,261,18,1,0
Mixx by Yas,mobile,59700.0,Merchant Payment,Mwanza,11,0,1,406,19,1,0
CRDB Bank,bank,6600.0,Bank Transfer,Morogoro,22,0,0,1000,26,1,0
Mixx by Yas,mobile,39200.0,Mobile Money Transfer,Morogoro,11,0,0,267,18,1,0
NBC Bank,bank,41500.0,Mobile Money Transfer,Kigoma,3,0,0,1000,29,1,0
AzamPay/Selcom,aggregator,57300.0,Bill Payment,Morogoro,14,0,0,344,22,1,0
CRDB Bank,bank,16300.0,Salary Payment,Kigoma,1,0,0,1000,25,1,0
Halo-Pesa,mobile,28500.0,Airtime/Bundles,Dodoma,13,1,0,205,24,1,0
Mixx by Yas,mobile,40700.0,Bill Payment,Dodoma,4,0,0,277,18,0,0
Bank Transfers (TIPS/EFT),bank,17200.0,Airtime/Bundles,Arusha,2,0,1,1500,47,1,0
Halo-Pesa,mobile,31200.0,Airtime/Bundles,Mbeya,16,0,0,225,23,1,0
Bank Transfers (TIPS/EFT),bank,88200.0,Bill Payment,Kigoma,15,0,0,1500,45,1,0
Airtel Money,mobile,24900.0,Salary Payment,Iringa,19,1,0,200,20,1,0
AzamPay/Selcom,aggregator,16300.0,Bank Transfer,Zanzibar,3,0,0,300,21,1,0
Bank Transfers (TIPS/EFT),bank,77100.0,Bank Transfer,Mwanza,8,1,1,1500,46,1,0
M-PESA,mobile,15200.0,Bill Payment,Morogoro,22,0,0,200,17,1,0
AzamPay/Selcom,aggregator,3700.0,Salary Payment,Mwanza,6,0,1,300,20,1,0
CRDB Bank,bank,170800.0,Bank Transfer,Morogoro,1,0,0,1000,25,1,0
AzamPay/Selcom,aggregator,102000.0,Bank Transfer,Tanga,11,0,0,612,22,1,0
Bank Transfers (TIPS/EFT),bank,66700.0,Bank Transfer,Iringa,4,0,0,1500,46,1,0
Halo-Pesa,mobile,33300.0,Bank Transfer,Kigoma,18,1,0,240,29,1,0
Bank Transfers (TIPS/EFT),bank,6000.0,Bank Transfer,Dodoma,8,1,0,1500,48,1,0
M-PESA,mobile,141000.0,Airtime/Bundles,Mwanza,2,0,1,931,15,1,0
AzamPay/Selcom,aggregator,30200.0,Airtime/Bundles,Mbeya,5,0,0,300,21,1,0
Airtel Money,mobile,156300.0,Airtime/Bundles,Dar es Salaam,2,0,1,1094,22,1,0
M-PESA,mobile,67700.0,Mobile Money Transfer,Dar es Salaam,1,0,1,447,15,1,0
NMB Bank,bank,35600.0,Salary Payment,Iringa,9,0,0,1000,28,1,0
Mixx by Yas,mobile,59800.0,Bill Payment,Iringa,20,1,0,407,18,0,0
NMB Bank,bank,43500.0,Salary Payment,Tanga,0,0,0,1000,27,1,0
AzamPay/Selcom,aggregator,8400.0,Salary Payment,Iringa,11,0,0,300,21,1,0
Airtel Money,mobile,158400.0,Salary Payment,Dar es Salaam,1,0,1,1109,22,1,0
NBC Bank,bank,14800.0,Bill Payment,Iringa,14,0,0,1000,28,1,0
CRDB Bank,bank,2600.0,Merchant Payment,Arusha,6,0,1,1000,26,1,0
AzamPay/Selcom,aggregator,92500.0,Mobile Money Transfer,Morogoro,0,0,0,555,21,1,0
NMB Bank,bank,151800.0,Bill Payment,Morogoro,14,0,0,1000,29,1,0
Halo-Pesa,mobile,7300.0,Mobile Money Transfer,Dar es Salaam,21,0,1,200,22,1,0
M-PESA,mobile,34300.0,Merchant Payment,Kigoma,9,0,0,226,15,1,0
NBC Bank,bank,24900.0,Salary Payment,Morogoro,10,0,0,1000,29,1,0
M-PESA,mobile,156400.0,Merchant Payment,Arusha,6,0,1,1032,16,1,0
NMB Bank,bank,35600.0,Mobile Money Transfer,Morogoro,16,0,0,1000,27,1,0
Halo-Pesa,mobile,502800.0,Bill Payment,Iringa,11,0,0,3620,22,1,0
Airtel Money,mobile,13900.0,Bank Transfer,Dar es Salaam,14,0,1,200,21,1,0
NBC Bank,bank,78800.0,Salary Payment,Mbeya,6,0,0,1000,29,1,0
NMB Bank,bank,119000.0,Salary Payment,Dodoma,21,0,0,1000,28,1,0
NMB Bank,bank,72300.0,Bank Transfer,Iringa,5,0,0,1000,28,1,0
Bank Transfers (TIPS/EFT),bank,209200.0,Mobile Money Transfer,Zanzibar,23,0,0,1500,45,1,0
NBC Bank,bank,61300.0,Merchant Payment,Kigoma,6,0,0,1000,28,0,0
CRDB Bank,bank,190400.0,Bank Transfer,Dodoma,5,0,0,1000,25,1,0
NMB Bank,bank,15000.0,Bank Transfer,Iringa,4,0,0,1000,29,1,0
TTCL Pesa,mobile,103600.0,Salary Payment,Dar es Salaam,2,0,1,777,24,1,0
NBC Bank,bank,180600.0,Merchant Payment,Tanga,4,0,0,1000,30,1,0
Halo-Pesa,mobile,36500.0,Salary Payment,Mwanza,12,1,1,263,26,1,0
AzamPay/Selcom,aggregator,33900.0,Bank Transfer,Zanzibar,7,1,0,300,26,1,0
Airtel Money,mobile,179000.0,Airtime/Bundles,Arusha,15,0,1,1253,20,1,0
NBC Bank,bank,14500.0,Airtime/Bundles,Tanga,19,1,0,1000,33,1,0
Mixx by Yas,mobile,27500.0,Salary Payment,Arusha,23,0,1,200,18,1,0
TTCL Pesa,mobile,91000.0,Bill Payment,Tanga,3,0,0,682,25,1,0
M-PESA,mobile,3200.0,Airtime/Bundles,Kigoma,1,0,0,200,17,1,0
Airtel Money,mobile,24100.0,Bill Payment,Kigoma,23,0,0,200,21,1,0
Mixx by Yas,mobile,73200.0,Bank Transfer,Kigoma,18,1,0,498,25,1,0
CRDB Bank,bank,5600.0,Airtime/Bundles,Arusha,12,1,1,1000,28,1,0
NBC Bank,bank,283500.0,Mobile Money Transfer,Tanga,18,1,0,1247,33,1,0
Airtel Money,mobile,1600.0,Bill Payment,Mwanza,21,0,1,200,20,1,0
M-PESA,mobile,12200.0,Bill Payment,Zanzibar,18,1,0,200,21,1,0
Bank Transfers (TIPS/EFT),bank,222000.0,Merchant Payment,Morogoro,5,0,0,1500,47,1,0
NMB Bank,bank,8900.0,Bill Payment,Kigoma,4,0,0,1000,29,1,0
Airtel Money,mobile,33600.0,Mobile Money Transfer,Kigoma,14,0,0,235,21,1,0
NMB Bank,bank,50100.0,Airtime/Bundles,Zanzibar,2,0,0,1000,28,1,0
Mixx by Yas,mobile,40800.0,Mobile Money Transfer,Kigoma,16,0,0,277,20,1,0
Bank Transfers (TIPS/EFT),bank,1600.0,Salary Payment,Dodoma,22,0,0,1500,47,1,0
NMB Bank,bank,24000.0,Bill Payment,Tanga,1,0,0,1000,28,1,0
NMB Bank,bank,108700.0,Mobile Money Transfer,Iringa,5,0,0,1000,29,1,0
TTCL Pesa,mobile,26400.0,Bill Payment,Arusha,9,0,1,200,24,1,0
AzamPay/Selcom,aggregator,32100.0,Airtime/Bundles,Tanga,2,0,0,300,22,1,0
Airtel Money,mobile,284600.0,Bill Payment,Dodoma,21,0,0,1992,21,1,0
NBC Bank,bank,35200.0,Merchant Payment,Dar es Salaam,15,0,1,1000,29,1,0
AzamPay/Selcom,aggregator,126000.0,Airtime/Bundles,Dar es Salaam,8,1,1,756,26,1,0
AzamPay/Selcom,aggregator,124300.0,Airtime/Bundles,Kigoma,10,0,0,746,21,1,0
Airtel Money,mobile,172900.0,Bank Transfer,Mbeya,23,0,0,1210,20,1,0
CRDB Bank,bank,14400.0,Bank Transfer,Iringa,6,0,0,1000,25,1,0
AzamPay/Selcom,aggregator,58100.0,Merchant Payment,Mwanza,15,0,1,349,20,1,0
Halo-Pesa,mobile,224000.0,Bill Payment,Mbeya,15,0,0,1613,23,0,0
Bank Transfers (TIPS/EFT),bank,32200.0,Merchant Payment,Tanga,6,0,0,1500,47,1,0
AzamPay/Selcom,aggregator,30600.0,Merchant Payment,Dodoma,11,0,0,300,22,1,0
NMB Bank,bank,68400.0,Bank Transfer,Tanga,3,0,0,1000,29,1,0
Bank Transfers (TIPS/EFT),bank,23000.0,Mobile Money Transfer,Tanga,22,0,0,1500,47,1,0
TTCL Pesa,mobile,13700.0,Bank Transfer,Morogoro,19,1,0,200,31,1,0
M-PESA,mobile,18100.0,Bank Transfer,Mwanza,2,0,1,200,17,1,0
NBC Bank,bank,95300.0,Mobile Money Transfer,Arusha,17,1,1,1000,33,1,0
Bank Transfers (TIPS/EFT),bank,22700.0,Bill Payment,Iringa,8,1,0,1500,52,1,0
Airtel Money,mobile,380800.0,Merchant Payment,Dar es Salaam,6,0,1,2666,21,1,0
NBC Bank,bank,204300.0,Airtime/Bundles,Mbeya,6,0,0,1000,30,1,0
AzamPay/Selcom,aggregator,5000.0,Bank Transfer,Arusha,5,0,1,300,22,0,0
TTCL Pesa,mobile,21200.0,Airtime/Bundles,Tanga,23,0,0,200,24,1,0
NMB Bank,bank,8300.0,Bank Transfer,Mbeya,3,0,0,1000,27,1,0
CRDB Bank,bank,14800.0,Salary Payment,Arusha,16,0,1,1000,27,1,0
M-PESA,mobile,39500.0,Airtime/Bundles,Iringa,11,0,0,261,15,1,0
M-PESA,mobile,37300.0,Bank Transfer,Morogoro,17,1,0,246,22,1,0
Halo-Pesa,mobile,23200.0,Salary Payment,Morogoro,14,0,0,200,23,1,0
Halo-Pesa,mobile,1022600.0,Merchant Payment,Dodoma,7,1,0,7000,28,1,0
Airtel Money,mobile,44400.0,Bank Transfer,Zanzibar,21,0,0,311,20,1,0
Halo-Pesa,mobile,39300.0,Mobile Money Transfer,Morogoro,2,0,0,283,24,1,0
Bank Transfers (TIPS/EFT),bank,184300.0,Salary Payment,Mwanza,3,0,1,1500,45,1,0
M-PESA,mobile,13200.0,Merchant Payment,Zanzibar,0,0,0,200,17,1,0
NMB Bank,bank,282200.0,Merchant Payment,Zanzibar,6,0,0,1185,28,1,0
Bank Transfers (TIPS/EFT),bank,14000.0,Salary Payment,Kigoma,15,0,0,1500,45,1,0
Mixx by Yas,mobile,62700.0,Mobile Money Transfer,Dodoma,20,1,0,426,22,0,0
TTCL Pesa,mobile,319700.0,Airtime/Bundles,Iringa,19,1,0,2398,24,1,0
CRDB Bank,bank,59500.0,Merchant Payment,Tanga,1,0,0,1000,27,1,0
NMB Bank,bank,58900.0,Salary Payment,Zanzibar,7,1,0,1000,28,1,0
NBC Bank,bank,17300.0,Merchant Payment,Mbeya,23,0,0,1000,28,1,0
Mixx by Yas,mobile,14800.0,Bank Transfer,Mbeya,23,0,0,200,20,1,0
NBC Bank,bank,5400.0,Mobile Money Transfer,Dar es Salaam,12,1,1,1000,30,1,0
Airtel Money,mobile,32200.0,Airtime/Bundles,Dodoma,11,0,0,225,20,1,0
CRDB Bank,bank,25500.0,Merchant Payment,Iringa,14,0,0,1000,27,1,0
Halo-Pesa,mobile,18900.0,Airtime/Bundles,Mbeya,15,0,0,200,24,1,0
TTCL Pesa,mobile,31600.0,Bank Transfer,Tanga,13,1,0,237,25,1,0
Bank Transfers (TIPS/EFT),bank,42700.0,Bill Payment,Dar es Salaam,17,1,1,1500,45,1,0
Bank Transfers (TIPS/EFT),bank,55300.0,Bank Transfer,Kigoma,11,0,0,1500,47,1,0
TTCL Pesa,mobile,6700.0,Bill Payment,Mwanza,11,0,1,200,24,1,0
Airtel Money,mobile,40500.0,Salary Payment,Dodoma,15,0,0,284,21,1,0
M-PESA,mobile,1352800.0,Bank Transfer,Mbeya,10,0,0,7000,16,1,0
Mixx by Yas,mobile,32800.0,Salary Payment,Dar es Salaam,20,1,1,223,25,1,0
Airtel Money,mobile,12700.0,Merchant Payment,Mbeya,3,0,0,200,21,1,0
Mixx by Yas,mobile,13300.0,Salary Payment,Kigoma,10,0,0,200,18,1,0
Halo-Pesa,mobile,151800.0,Bank Transfer,Mwanza,12,1,1,1093,28,0,0
NMB Bank,bank,35700.0,Bill Payment,Zanzibar,10,0,0,1000,28,1,0
Bank Transfers (TIPS/EFT),bank,118600.0,Mobile Money Transfer,Zanzibar,2,0,0,1500,45,1,0
Bank Transfers (TIPS/EFT),bank,20100.0,Merchant Payment,Iringa,4,0,0,1500,45,1,0
TTCL Pesa,mobile,65300.0,Bill Payment,Dodoma,12,1,0,490,31,1,0
Halo-Pesa,mobile,9200.0,Merchant Payment,Dar es Salaam,21,0,1,200,22,1,0
Bank Transfers (TIPS/EFT),bank,54000.0,Salary Payment,Dodoma,10,0,0,1500,47,1,0
NBC Bank,bank,3800.0,Mobile Money Transfer,Dar es Salaam,18,1,1,1000,32,1,0
M-PESA,mobile,31100.0,Mobile Money Transfer,Kigoma,13,1,0,205,22,1,1
Mixx by Yas,mobile,67400.0,Bank Transfer,Mbeya,19,1,0,458,24,1,0
NBC Bank,bank,135500.0,Merchant Payment,Arusha,15,0,1,1000,28,1,0
NBC Bank,bank,8100.0,Salary Payment,Iringa,8,1,0,1000,31,1,0
Halo-Pesa,mobile,20300.0,Airtime/Bundles,Kigoma,13,1,0,200,29,1,0
Bank Transfers (TIPS/EFT),bank,68300.0,Bill Payment,Iringa,8,1,0,1500,52,0,0
Bank Transfers (TIPS/EFT),bank,3600.0,Mobile Money Transfer,Tanga,11,0,0,1500,45,1,0
Halo-Pesa,mobile,68300.0,Merchant Payment,Kigoma,13,1,0,492,26,0,0
Halo-Pesa,mobile,10900.0,Airtime/Bundles,Dar es Salaam,20,1,1,200,25,1,0
NMB Bank,bank,56100.0,Bank Transfer,Dodoma,12,1,0,1000,32,1,0
CRDB Bank,bank,179000.0,Bill Payment,Mbeya,0,0,0,1000,27,1,0
Bank Transfers (TIPS/EFT),bank,108600.0,Merchant Payment,Dar es Salaam,21,0,1,1500,46,1,0
Airtel Money,mobile,6000.0,Bank Transfer,Kigoma,16,0,0,200,20,1,0
Halo-Pesa,mobile,23500.0,Merchant Payment,Tanga,10,0,0,200,22,1,0
Bank Transfers (TIPS/EFT),bank,30100.0,Bill Payment,Zanzibar,12,1,0,1500,45,1,0
Mixx by Yas,mobile,720300.0,Mobile Money Transfer,Tanga,6,0,0,4898,20,1,0
CRDB Bank,bank,18600.0,Mobile Money Transfer,Iringa,11,0,0,1000,26,1,0
Mixx by Yas,mobile,53800.0,Bank Transfer,Morogoro,20,1,0,366,21,1,0
TTCL Pesa,mobile,28800.0,Bank Transfer,Morogoro,19,1,0,216,29,1,0
Mixx by Yas,mobile,125900.0,Bill Payment,Arusha,18,1,1,856,20,1,0
Halo-Pesa,mobile,62000.0,Airtime/Bundles,Tanga,2,0,0,446,24,1,0
Airtel Money,mobile,102700.0,Salary Payment,Dodoma,2,0,0,719,20,1,0
NBC Bank,bank,16900.0,Bill Payment,Arusha,12,1,1,1000,32,1,0
NMB Bank,bank,189300.0,Bank Transfer,Arusha,8,1,1,1000,33,0,0
AzamPay/Selcom,aggregator,30000.0,Merchant Payment,Iringa,15,0,0,300,22,1,0
Bank Transfers (TIPS/EFT),bank,20200.0,Airtime/Bundles,Zanzibar,4,0,0,1500,47,1,0
AzamPay/Selcom,aggregator,17900.0,Merchant Payment,Mwanza,23,0,1,300,20,1,0
Airtel Money,mobile,25600.0,Salary Payment,Dodoma,14,0,0,200,20,1,0
Bank Transfers (TIPS/EFT),bank,13400.0,Bank Transfer,Morogoro,9,0,0,1500,45,1,0
AzamPay/Selcom,aggregator,29200.0,Bank Transfer,Arusha,21,0,1,300,20,1,0
CRDB Bank,bank,18700.0,Mobile Money Transfer,Dar es Salaam,8,1,1,1000,28,1,0
M-PESA,mobile,17100.0,Bank Transfer,Tanga,22,0,0,200,16,1,0
TTCL Pesa,mobile,16600.0,Merchant Payment,Iringa,8,1,0,200,28,1,0
Bank Transfers (TIPS/EFT),bank,47300.0,Merchant Payment,Dar es Salaam,19,1,1,1500,48,1,0
Mixx by Yas,mobile,54200.0,Merchant Payment,Iringa,17,1,0,369,20,1,0
NMB Bank,bank,7400.0,Bill Payment,Dar es Salaam,19,1,1,1000,30,1,0
TTCL Pesa,mobile,293600.0,Salary Payment,Morogoro,23,0,0,2202,25,1,0
M-PESA,mobile,31400.0,Airtime/Bundles,Iringa,22,0,0,207,16,1,0
AzamPay/Selcom,aggregator,401500.0,Merchant Payment,Zanzibar,3,0,0,2409,22,1,0
NMB Bank,bank,24800.0,Airtime/Bundles,Zanzibar,19,1,0,1000,30,1,0
AzamPay/Selcom,aggregator,53400.0,Bank Transfer,Kigoma,3,0,0,320,21,1,0
M-PESA,mobile,22700.0,Bank Transfer,Mwanza,5,0,1,200,15,1,0
NMB Bank,bank,34900.0,Bill Payment,Tanga,12,1,0,1000,28,1,0
NBC Bank,bank,53400.0,Salary Payment,Tanga,13,1,0,1000,35,1,0
Mixx by Yas,mobile,39700.0,Merchant Payment,Mwanza,14,0,1,270,20,1,0
Mixx by Yas,mobile,12100.0,Salary Payment,Mbeya,16,0,0,200,20,1,0
M-PESA,mobile,24200.0,Mobile Money Transfer,Zanzibar,7,1,0,200,16,0,0
NMB Bank,bank,59100.0,Merchant Payment,Zanzibar,10,0,0,1000,28,1,0
M-PESA,mobile,280700.0,Salary Payment,Arusha,18,1,1,1853,20,0,0
TTCL Pesa,mobile,28800.0,Airtime/Bundles,Mwanza,20,1,1,216,25,1,0
NBC Bank,bank,40300.0,Bill Payment,Iringa,1,0,0,1000,30,0,0
Mixx by Yas,mobile,308000.0,Mobile Money Transfer,Tanga,19,1,0,2094,20,0,0
M-PESA,mobile,32100.0,Salary Payment,Mwanza,3,0,1,212,17,1,0
Mixx by Yas,mobile,148300.0,Bill Payment,Iringa,5,0,0,1008,20,1,0
Halo-Pesa,mobile,26600.0,Bank Transfer,Iringa,5,0,0,200,22,1,0
Bank Transfers (TIPS/EFT),bank,11900.0,Bill Payment,Mbeya,13,1,0,1500,50,1,0
Mixx by Yas,mobile,10200.0,Mobile Money Transfer,Mbeya,12,1,0,200,21,1,0
Halo-Pesa,mobile,92200.0,Airtime/Bundles,Mbeya,14,0,0,664,23,1,0
M-PESA,mobile,49900.0,Airtime/Bundles,Tanga,3,0,0,329,16,1,0
Bank Transfers (TIPS/EFT),bank,32900.0,Bill Payment,Dar es Salaam,21,0,1,1500,45,1,0
NBC Bank,bank,26500.0,Salary Payment,Kigoma,23,0,0,1000,29,1,0
Halo-Pesa,mobile,1500.0,Bank Transfer,Tanga,0,0,0,200,22,0,0
NMB Bank,bank,143200.0,Merchant Payment,Mwanza,14,0,1,1000,28,1,0
Airtel Money,mobile,46200.0,Airtime/Bundles,Kigoma,18,1,0,323,20,1,0
M-PESA,mobile,254500.0,Bill Payment,Tanga,17,1,0,1680,15,1,0
AzamPay/Selcom,aggregator,129600.0,Salary Payment,Iringa,1,0,0,778,20,1,0
Mixx by Yas,mobile,32600.0,Bill Payment,Dodoma,5,0,0,222,18,1,0
NBC Bank,bank,66900.0,Bank Transfer,Arusha,19,1,1,1000,30,1,0
Bank Transfers (TIPS/EFT),bank,58700.0,Bank Transfer,Morogoro,12,1,0,1500,52,1,0
Mixx by Yas,mobile,23300.0,Airtime/Bundles,Arusha,19,1,1,200,19,1,0
CRDB Bank,bank,364300.0,Bill Payment,Mbeya,15,0,0,1457,26,1,0
NBC Bank,bank,1600.0,Salary Payment,Arusha,15,0,1,1000,29,1,0
Mixx by Yas,mobile,27300.0,Salary Payment,Dodoma,15,0,0,200,19,1,0
Mixx by Yas,mobile,28600.0,Airtime/Bundles,Dodoma,23,0,0,200,20,1,0
Airtel Money,mobile,9800.0,Bank Transfer,Dodoma,3,0,0,200,21,1,0
AzamPay/Selcom,aggregator,19900.0,Salary Payment,Dodoma,23,0,0,300,21,1,0
Bank Transfers (TIPS/EFT),bank,29300.0,Bill Payment,Kigoma,10,0,0,1500,45,1,0
NMB Bank,bank,14100.0,Bank Transfer,Mwanza,3,0,1,1000,29,1,0
Bank Transfers (TIPS/EFT),bank,181000.0,Mobile Money Transfer,Arusha,14,0,1,1500,47,1,0
TTCL Pesa,mobile,18200.0,Airtime/Bundles,Mwanza,8,1,1,200,24,1,0
M-PESA,mobile,20400.0,Mobile Money Transfer,Iringa,22,0,0,200,15,1,0
NBC Bank,bank,48000.0,Mobile Money Transfer,Iringa,11,0,0,1000,29,1,0
NBC Bank,bank,17900.0,Bank Transfer,Morogoro,16,0,0,1000,29,1,0
Bank Transfers (TIPS/EFT),bank,27200.0,Bank Transfer,Dar es Salaam,1,0,1,1500,47,1,0
NBC Bank,bank,15000.0,Bill Payment,Tanga,9,0,0,1000,30,1,0
NBC Bank,bank,188700.0,Mobile Money Transfer,Tanga,18,1,0,1000,30,1,0
Bank Transfers (TIPS/EFT),bank,115400.0,Bank Transfer,Morogoro,13,1,0,1500,48,1,0
Bank Transfers (TIPS/EFT),bank,24100.0,Airtime/Bundles,Kigoma,20,1,0,1500,49,1,0
CRDB Bank,bank,76500.0,Bill Payment,Morogoro,2,0,0,1000,26,1,0
AzamPay/Selcom,aggregator,276300.0,Merchant Payment,Mwanza,6,0,1,1658,20,1,0
Bank Transfers (TIPS/EFT),bank,1400.0,Mobile Money Transfer,Arusha,7,1,1,1500,52,1,0
Bank Transfers (TIPS/EFT),bank,11100.0,Bank Transfer,Tanga,1,0,0,1500,45,1,0
NBC Bank,bank,8600.0,Bank Transfer,Tanga,21,0,0,1000,29,1,0
NMB Bank,bank,260800.0,Bank Transfer,Dar es Salaam,2,0,1,1095,29,1,0
TTCL Pesa,mobile,65500.0,Merchant Payment,Zanzibar,23,0,0,491,24,1,0
CRDB Bank,bank,13600.0,Bill Payment,Dar es Salaam,14,0,1,1000,25,1,0
M-PESA,mobile,38100.0,Bill Payment,Dodoma,7,1,0,251,22,1,0
Mixx by Yas,mobile,11600.0,Salary Payment,Tanga,18,1,0,200,21,1,0
NMB Bank,bank,38700.0,Bank Transfer,Mbeya,20,1,0,1000,33,1,0
CRDB Bank,bank,25100.0,Bill Payment,Mwanza,5,0,1,1000,25,1,0
M-PESA,mobile,57200.0,Bank Transfer,Morogoro,10,0,0,378,17,1,0
Mixx by Yas,mobile,41900.0,Merchant Payment,Arusha,23,0,1,285,20,1,0
AzamPay/Selcom,aggregator,115100.0,Airtime/Bundles,Mbeya,2,0,0,691,22,1,0
Airtel Money,mobile,22600.0,Bill Payment,Iringa,9,0,0,200,21,1,0
AzamPay/Selcom,aggregator,18500.0,Merchant Payment,Dodoma,10,0,0,300,20,1,0
Halo-Pesa,mobile,10900.0,Mobile Money Transfer,Mbeya,0,0,0,200,24,1,0
M-PESA,mobile,61300.0,Bill Payment,Dodoma,23,0,0,405,16,1,0
NMB Bank,bank,3400.0,Mobile Money Transfer,Dodoma,21,0,0,1000,27,1,0
Airtel Money,mobile,56800.0,Merchant Payment,Morogoro,3,0,0,398,22,1,0
M-PESA,mobile,21100.0,Merchant Payment,Dodoma,15,0,0,200,16,1,0
TTCL Pesa,mobile,60400.0,Airtime/Bundles,Iringa,17,1,0,453,24,0,0
TTCL Pesa,mobile,199800.0,Mobile Money Transfer,Tanga,11,0,0,1498,24,1,0
Bank Transfers (TIPS/EFT),bank,25200.0,Merchant Payment,Dodoma,5,0,0,1500,46,1,0
NMB Bank,bank,30500.0,Bank Transfer,Mwanza,6,0,1,1000,29,1,0
Bank Transfers (TIPS/EFT),bank,8200.0,Bill Payment,Mwanza,21,0,1,1500,46,1,0
NMB Bank,bank,112200.0,Bank Transfer,Tanga,12,1,0,1000,34,0,0
TTCL Pesa,mobile,30300.0,Salary Payment,Arusha,19,1,1,227,31,1,0
Halo-Pesa,mobile,25200.0,Mobile Money Transfer,Morogoro,1,0,0,200,24,1,0
NMB Bank,bank,5400.0,Salary Payment,Kigoma,11,0,0,1000,27,1,0
Bank Transfers (TIPS/EFT),bank,107700.0,Salary Payment,Tanga,20,1,0,1500,46,1,0
NMB Bank,bank,3800.0,Airtime/Bundles,Mwanza,18,1,1,1000,29,1,0
Halo-Pesa,mobile,17600.0,Salary Payment,Mbeya,16,0,0,200,24,1,0
AzamPay/Selcom,aggregator,61300.0,Salary Payment,Morogoro,14,0,0,368,22,1,0
Halo-Pesa,mobile,17300.0,Mobile Money Transfer,Arusha,15,0,1,200,24,1,0
AzamPay/Selcom,aggregator,82500.0,Bill Payment,Iringa,14,0,0,495,21,1,0
Airtel Money,mobile,27900.0,Bank Transfer,Zanzibar,6,0,0,200,22,1,0
NMB Bank,bank,16400.0,Bank Transfer,Zanzibar,18,1,0,1000,31,1,0
CRDB Bank,bank,165700.0,Mobile Money Transfer,Mbeya,18,1,0,1000,25,1,0
Bank Transfers (TIPS/EFT),bank,6200.0,Airtime/Bundles,Morogoro,16,0,0,1500,45,1,0
Mixx by Yas,mobile,44900.0,Airtime/Bundles,Mwanza,18,1,1,305,23,1,0
Airtel Money,mobile,31800.0,Salary Payment,Kigoma,9,0,0,223,20,1,0
NBC Bank,bank,22300.0,Airtime/Bundles,Morogoro,19,1,0,1000,33,1,0
CRDB Bank,bank,43500.0,Bill Payment,Mbeya,14,0,0,1000,26,1,0
NBC Bank,bank,16600.0,Merchant Payment,Mbeya,18,1,0,1000,35,1,0
NMB Bank,bank,71500.0,Airtime/Bundles,Dar es Salaam,15,0,1,1000,28,1,0
Halo-Pesa,mobile,53100.0,Salary Payment,Dodoma,15,0,0,382,23,1,0
M-PESA,mobile,77000.0,Bill Payment,Arusha,15,0,1,508,17,1,0
AzamPay/Selcom,aggregator,77500.0,Airtime/Bundles,Iringa,10,0,0,465,21,1,0
CRDB Bank,bank,323900.0,Salary Payment,Dar es Salaam,0,0,1,1296,25,1,0
TTCL Pesa,mobile,10000.0,Mobile Money Transfer,Mwanza,10,0,1,200,25,1,0
TTCL Pesa,mobile,47700.0,Airtime/Bundles,Arusha,23,0,1,358,24,1,0
AzamPay/Selcom,aggregator,101800.0,Mobile Money Transfer,Dodoma,16,0,0,611,21,1,0
AzamPay/Selcom,aggregator,80800.0,Bank Transfer,Morogoro,9,0,0,485,21,1,0
